Timeline,Start time,Duration,Row,Instance number,Assist,Ball Handler,Block,Contested,Cutter,Cutter Defender,Dribble Move,Drive Direction,Foul,Foul Class,Foul Drawn,Half Court Defense Type,Handler Defender,Handler Defense,Handoff Defender,Handoff Screener,Inbound Type,Opponent Team,Pass,Period,Play Characteristics,Play Type,Rebound,Receiver,Receiver Defender,Result,Screen User,Screen User Defender,Screener,Screener Action,Screener Defender,Screener Defense,Shooter,Shooting Hand,Shot,Shot Characteristics,Shot Clock,Shot Clock Seconds,Shot Contest,Shot Location,Shot Type,Spot Up,Steal,Stolen From,Team,Turnover,Ungrouped,Notes,Flags
2025-12-06 American vs Maryland-Eastern Shore,4448.221,8.0,American Shots,57,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#23 Greg Jones,,,,21-11,,Lightly Contested,Close Shot Right,Layup,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4506.728,8.0,American Shots,58,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 3,,,,,,,#3 Dean Hogans,,,,21-11,,Lightly Contested,Right Wing 3,Catch & Shoot,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4588.876,8.0,American Shots,59,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#7 Wyatt Nausadis,,,,5-0,,Highly Contested,Rim,Layup,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4589.833,8.0,American Shots,60,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#7 Wyatt Nausadis,,,,5-0,,Highly Contested,Rim,Putback,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4590.933,8.0,American Shots,61,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#32 Julen Iturbe,,,,5-0,,Lightly Contested,Rim,Putback,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4609.69,8.0,American Shots,62,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 3,,,,,,,#3 Dean Hogans,,,,22+,,Lightly Contested,Left Corner 3,Catch & Shoot,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4641.65,8.0,American Shots,63,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 3,,,,,,,#3 Dean Hogans,,,,21-11,,Lightly Contested,Right Wing 3,Catch & Shoot,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4691.767,8.0,American Shots,64,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 3,,,,,,,#7 Wyatt Nausadis,,,,5-0,,Lightly Contested,Right Wing 3,Step Back,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4718.663,8.0,American Shots,65,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#32 Julen Iturbe,,,,22+,,Lightly Contested,Right Wing 3,Catch & Shoot,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4932.806,8.0,American Shots,66,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#16 Luke Brown,,,,5-0,,Lightly Contested,Close Shot Middle,Floater,,,,,,,,
